Restaurant,Address,Status,Timings,Contact,Dish Name,Price
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Vada Sambhar,₹190
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Hyderabadi Chaap With Naan,₹240
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Veg Grill Cheese Sandwich With Pepsi,₹200
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Paneer with Roti & Salad,₹220
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chole Bhature With Pepsi Can,₹297.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pao Bhaji with Pepsi Can,₹160
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Tikka With Pepsi Can,₹170
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Sambhar With Rice,₹89
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chhole Rice,₹359
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bedmi Puri with Aloo Subji,₹178
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Hyderabadi Briyani along With Raita,₹170
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Paneer With Rice,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dal Makhani with Rice,₹129
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Kulcha With Dal And Raita,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chole with Rice,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Onion Kulcha With Dal And Raita,₹852
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Paneer Kulcha With Dal And Raita,₹824
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Sweets,₹2395
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Panchratan Sweet Box,₹1541.16
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Bikano Sweets,₹1090
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Diamond Super Box Sweet,₹870
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Celebrate Sweets,₹810
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Diamond Box,₹790
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Golden Super Sweet Box,₹1540
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Golden Khoya Sweet Box,₹285.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Golden Sweet Box,₹52
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Golden Super Kaju Box,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mysore Pak 400g,₹200
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Rasmalai,₹205
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kalakand,₹45
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Plain Sandesh,₹36
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kesar Sandesh,₹205
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pakiza,₹405
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kacha Gola Sandesh,₹42
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Sandesh Kesar,₹58
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mini Sandesh,₹168
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Rasmadhuri,₹42
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Anar Bhog,₹40
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Malai Rasgulla 6 Pc,₹42
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pink Sandwich,₹48
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Malai Chap,₹46
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cham Cham,₹150
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mohan Bhog,₹55
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chena Toast,₹24
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chaka Chak,₹28
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Malai Roll,₹615
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Raskadam,₹660
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Malai Rasgulla (1pcs.),₹495
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Lemon,₹585
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Kalash,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Burfi,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Roll,₹157.50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Coconut Burfi,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Coconut Kesariya Burfi,₹175
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Chocolate Burfi,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Moong Dal Burfi,₹1100
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Banarsi,₹285.72
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Coconut White,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Pista,₹360
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Atta Laddu,₹250
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Besan Laddu Special,₹132.50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Gond,₹255
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Special (Moti Choor),₹195
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Atta,₹170
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Besan,₹390
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Bikaneri,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Jodhpuri,₹345
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Fruit Cake,₹171.25
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lal Peda,₹345
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Kheer Kadam,₹395
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Mevabati,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kesar Peda,₹340
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Roll,₹300
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mathura Peda,₹335
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Chocolate Burfi,₹325
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Burfi,₹145
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khoya Pista Burfi,₹350
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Milk Cake,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Moti Pak,₹135
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mysore Pak,₹110
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lamba Jamun,₹315
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Gulab Jamun,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Jalebi,₹135
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Special Pinni,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kala Jamun,₹54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lal Jamun,₹115
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Dhoda,₹145
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Gulab Jamun 2 Pc,₹140
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Balushahi,₹130
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dhoda Special,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Special Patisa,₹270
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Imarti,₹250
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kali Rasbhari,₹120
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lal Rasbhari,₹292.50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dry Rasbhari,₹500
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Rasbhari,₹315
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Chabri,₹275
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Anjeer Cake,₹1750
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Laddu Atta Dry Fruit,₹14.29
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pinni Kaju,₹800
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pista Lauj,₹305
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Karachi Halwa 30 G,₹305
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mewa Bites Box 480G,₹305
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Badam Bite,₹538.09
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Orange-Bite,₹285.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Bite,₹266.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Assorted Chikki 400g,₹198.22
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Packed Namkeens(Rs.50 Off),₹266.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bikaneri Bhujia 1kg,₹266.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Bhujia 1kg,₹285.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Navratan Mix 1kg,₹247.62
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tasty 1kg,₹228.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khatta Meetha 1kg,₹247.62
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi mixture 1kg,₹247.62
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bikano Sweets,₹247.62
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Rasgulla (20 pc) 1.25 Kg,₹357.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Gulab Jamun (12pc) 1Kg,₹352.38
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kesar Rasbari (24pc) 1Kg,₹104.76
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cham Cham (14pc) 1Kg,₹114.29
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kesar Angoori Petha 1 Kg,₹62.50
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Royal Gulab Jamun (12 Pcs),₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Soan Papdi Desi Ghee,₹80.36
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dry Petha 400g,₹96.80
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Dry Kesar Petha 400g,₹71.43
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Namkeen,₹96.80
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,All Time Mixture,₹285.71
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Navratan Mix,₹125
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kashmiri Mix,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bhelpuri,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cornflakes Mix,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Khatta Meetha,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Shahi Mixture,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lajawab Mixture,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kerala mix 200G,₹57.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Madras mix 200G,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bombay Mixture 200G,₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tasty (Coated Peanuts),₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chana Dal Namkeen 200g,₹70
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Peanut Salted 200g,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chana Masala 200g,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Moong Dal Plain,₹96.80
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Papad Punjabi 200g,₹53.57
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Papad Amritsari 200g,₹369.60
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Papad Kali Mirch 200g,₹49.11
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Namkeen Nutkhat Nimbu 200g + 25%(Extra),₹758.93
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Ganthiya 200g,₹591.96
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Bhujia,₹321.43
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Boondi Salted,₹642.86
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Badam Lachha,₹52.68
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Aloo Lachha Masala 150g,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Salted 400G,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Badam Masala 400g,₹125
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju Salted 200G,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Kaju-Masala 400G,₹114.29
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bikano Karare Peanut 200g,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Plain Bhujia 400 g,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Gol Mathi 400G,₹125
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Bhakar Badi 400G,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Lovely Para 400G,₹107.14
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Suji Rusk 600G,₹142.86
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Murkur 400G,₹49.11
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chai Puri 400G,₹502
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Choti Chakori 400G,₹550
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Mathi Karela 400G,₹850
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Namak Para 400G,₹850
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Achari Mathi 400g,₹550
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Waffer Plain 120G,₹550
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cakes & Pastries,₹1080
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,German Black Forest Cake 500G,₹800
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Tropical Pineapple Cake 500G,₹400
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Black Forest German,₹800
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Butterscotch Crunchy,₹65
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Creamy Chocolate Cake 500G,₹90
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Vanilla 500G,₹65
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocolate Cake,₹75
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Pineapple Tropical,₹99
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Strawberry Delight 500G,₹152.54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Cake Strawberry Delight,₹152.54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pineapple Pastry,₹152.54
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Chocochips Pastry,₹67.80
Bikanervala,"117/H-2/154, Pandu Nagar, Kakadeo, Kanpur",Open now,8am – 10:45pm (Today),+917007245986,Pastry Strawberry,₹60
